...1,unit_id_depth,latin_name,project,survey,date,site_id,site_habitat,site_latitude,site_longitude,site_substrate,site_depth,transect_id,transect_latitude,transect_longitude,transect_substrate,experimental_unit,unit_id,unit_size,unit_area_2D,unit_area_3D,unit_depth_corrected,total_count,avg_biomass,sd,se,unit_depth,density,biomass_density,loc.cat,round_depth,station,Station,bottom.depth.m,measurement.time,depth.m,conductivity.ms.cm,temp.deg.c,pressure.dbar,par.umol.m.s,fluorometry.chlorophyll,dissolved.o2.ml.l,salinity.psu
27732,2022-05-23_rivers hay stacks_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-05-23,rivers hay stacks,NA,51.5396992,-127.5598,bedrock,NA,rivers hay stacks_3,51.5396992,-127.5598,bedrock,transects,2022-05-23_rivers hay stacks_3,30m x 2m,60,NA,0,4,1257.6463348415,2069.3462455339,1034.67312276695,2.791557,0.0666666666666667,0.209607722473583,fjord,1,SHORE23,SHORE23,18.1444456761197,2022-05-23T10:10:08Z,0.952394220596164,21.2106197942091,11.4841584711111,1,121.38422512,2.24864851345901,9.1040241788036,17.648249693565
27750,2022-05-23_rivers nelson narrows_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-05-23,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_1,51.7700497,-127.43015,boulder,transects,2022-05-23_rivers nelson narrows_1,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,fjord,10,SHORE22,SHORE22,20.0909261023009,2022-05-23T13:59:31Z,9.865209938347,32.0998081567364,8.47129703703704,10,6.88605128333333,1.05240864722239,5.57957476831146,30.2052097217698
27768,2022-05-23_rivers nelson narrows_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-05-23,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_2,51.7700497,-127.43015,boulder,transects,2022-05-23_rivers nelson narrows_2,30m x 2m,60,NA,5,12,809.977165649486,726.587016156519,209.747604683827,6.232432,0.2,0.134996194274914,fjord,5,SHORE22,SHORE22,20.0909261023009,2022-05-23T13:59:26Z,4.88591802861538,29.892202720331,9.4471441537037,5,30.1746976333333,9.01972868598573,6.41708495971316,27.1671281848294
27894,2022-07-11_North 1_2.8054,Pycnopodia helianthoides,Kelp,Nereo transects,2022-07-11,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 1,51.667143,-128.140326,boulder,transects,2022-07-11_North 1,30m x 2m,60,NA,2.8054,0,0,0,0,NA,0,0,outer,3,KELP09,KELP09,9.532900845,2022-07-11T09:41:42Z,2.997582091,35.0031353,13.56887613,3,59.84593748,1.930126961,6.706071775,28.94278792
27912,2022-07-11_North 2_2.9654,Pycnopodia helianthoides,Kelp,Nereo transects,2022-07-11,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 2,51.667146,-128.140399,boulder,transects,2022-07-11_North 2,30m x 2m,60,NA,2.9654,0,0,0,0,NA,0,0,outer,3,KELP09,KELP09,9.532900845,2022-07-11T09:41:42Z,2.997582091,35.0031353,13.56887613,3,59.84593748,1.930126961,6.706071775,28.94278792
27930,2022-07-11_North 3_3.2854,Pycnopodia helianthoides,Kelp,Nereo transects,2022-07-11,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 3,51.667268,-128.140349,boulder,transects,2022-07-11_North 3,30m x 2m,60,NA,3.2854,0,0,0,0,NA,0,0,outer,3,KELP09,KELP09,9.532900845,2022-07-11T09:41:42Z,2.997582091,35.0031353,13.56887613,3,59.84593748,1.930126961,6.706071775,28.94278792
28002,2022-07-16_Simmonds 1_3.4542,Pycnopodia helianthoides,Kelp,Macro transects,2022-07-16,Simonds,Macrocystis kelp forest,51.959,-128.26195,"boulder,bedrock",NA,Simmonds 1,51.958925,-128.261735,"sand,bedrock",transects,2022-07-16_Simmonds 1,30m x 2m,60,NA,3.4542,2,1078.04122884162,423.96487333839,299.788436922472,3.91812,0.0333333333333333,0.17967353814027,outer,3,MACRO5,MACRO5,14.4968030457014,2022-07-16T10:27:09Z,2.97923868822163,33.7611614932269,11.8927015944444,3,109.751562766667,1.52564675151672,5.66033791587718,29.0682846508681
28020,2022-07-16_Simmonds 2_3.6424,Pycnopodia helianthoides,Kelp,Macro transects,2022-07-16,Simonds,Macrocystis kelp forest,51.959,-128.26195,"boulder,bedrock",NA,Simmonds 2,51.958989,-128.261509,"sand,bedrock",transects,2022-07-16_Simmonds 2,30m x 2m,60,NA,3.6424,1,497.062838451935,0,0,4.10632,0.0166666666666667,0.0828438064086558,outer,4,MACRO5,MACRO5,14.4968030457014,2022-07-16T10:27:10Z,3.98906214914147,33.7991734587362,11.814010537037,4,93.1212839166667,1.49976839873612,5.64184327860821,29.1657188098755
28038,2022-07-16_Simmonds 3_3.7663,Pycnopodia helianthoides,Kelp,Macro transects,2022-07-16,Simonds,Macrocystis kelp forest,51.959,-128.26195,"boulder,bedrock",NA,Simmonds 3,51.958889,-128.26177,"sand,bedrock",transects,2022-07-16_Simmonds 3,30m x 2m,60,NA,3.7663,0,0,0,0,NA,0,0,outer,4,MACRO5,MACRO5,14.4968030457014,2022-07-16T10:27:10Z,3.98906214914147,33.7991734587362,11.814010537037,4,93.1212839166667,1.49976839873612,5.64184327860821,29.1657188098755
28056,2022-07-17_Stryker 1_2.9552,Pycnopodia helianthoides,Kelp,Macro transects,2022-07-17,Stryker,Macrocystis kelp forest,52.0835833,-128.36455,"sand,bedrock",NA,Stryker 1,52.083624,-128.364493,boulder,transects,2022-07-17_Stryker 1,30m x 2m,60,NA,2.9552,0,0,0,0,NA,0,0,outer,3,MACRO6,MACRO6,6.46371697697812,2022-07-17T10:31:54Z,3.01727202330127,35.9142801756866,13.1833558777778,3,66.98180258,1.46132076622177,5.82533000077839,30.0824678552558
28074,2022-07-17_Stryker 2_2.7955,Pycnopodia helianthoides,Kelp,Macro transects,2022-07-17,Stryker,Macrocystis kelp forest,52.0835833,-128.36455,"sand,bedrock",NA,Stryker 2,52.083628,-128.36464899999999,boulder,transects,2022-07-17_Stryker 2,30m x 2m,60,NA,2.7955,0,0,0,0,NA,0,0,outer,3,MACRO6,MACRO6,6.46371697697812,2022-07-17T10:31:54Z,3.01727202330127,35.9142801756866,13.1833558777778,3,66.98180258,1.46132076622177,5.82533000077839,30.0824678552558
28092,2022-07-17_Stryker 3_3.2555,Pycnopodia helianthoides,Kelp,Macro transects,2022-07-17,Stryker,Macrocystis kelp forest,52.0835833,-128.36455,"sand,bedrock",NA,Stryker 3,52.08379,-128.364525,boulder,transects,2022-07-17_Stryker 3,30m x 2m,60,NA,3.2555,1,1916.69826244047,0,0,4.063114,0.0166666666666667,0.319449710406745,outer,3,MACRO6,MACRO6,6.46371697697812,2022-07-17T10:31:54Z,3.01727202330127,35.9142801756866,13.1833558777778,3,66.98180258,1.46132076622177,5.82533000077839,30.0824678552558
28164,2022-07-19_Second 1_3.2272,Pycnopodia helianthoides,Kelp,Nereo transects,2022-07-19,Second,Nereocystis kelp forest,51.649467,-128.155367,"sand,bedrock",NA,Second 1,51.649421,-128.155057,bedrock,transects,2022-07-19_Second 1,30m x 2m,60,NA,3.2272,0,0,0,0,NA,0,0,outer,3,KELP08,KELP08,8.0755344662554,2022-07-19T11:58:59Z,2.95474535205333,34.6503386962753,13.6920570518519,3,183.974241633333,1.5694012248819,6.91726329969331,28.5276790181758
28182,2022-07-19_Second 2_3.2472,Pycnopodia helianthoides,Kelp,Nereo transects,2022-07-19,Second,Nereocystis kelp forest,51.649467,-128.155367,"sand,bedrock",NA,Second 2,51.64943,-128.15517,sand,transects,2022-07-19_Second 2,30m x 2m,60,NA,3.2472,0,0,0,0,NA,0,0,outer,3,KELP08,KELP08,8.0755344662554,2022-07-19T11:58:59Z,2.95474535205333,34.6503386962753,13.6920570518519,3,183.974241633333,1.5694012248819,6.91726329969331,28.5276790181758
28200,2022-07-19_Second 3_2.9472,Pycnopodia helianthoides,Kelp,Nereo transects,2022-07-19,Second,Nereocystis kelp forest,51.649467,-128.155367,"sand,bedrock",NA,Second 3,51.649264,-128.155246,boulder,transects,2022-07-19_Second 3,30m x 2m,60,NA,2.9472,0,0,0,0,NA,0,0,outer,3,KELP08,KELP08,8.0755344662554,2022-07-19T11:58:59Z,2.95474535205333,34.6503386962753,13.6920570518519,3,183.974241633333,1.5694012248819,6.91726329969331,28.5276790181758
28380,2022-07-23_Thrasher 1 - 2019_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Reef transects,2022-07-23,Thrasher,Nereocystis kelp forest,51.41033333,-127.9195333,bedrock,NA,Thrasher 1 - 2019,NA,NA,bedrock,transects,2022-07-23_Thrasher 1 - 2019,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,outer,10,REEF1,REEF1,18.9797647871996,2022-07-23T10:25:21Z,9.90189181567489,34.0840924412356,11.3309716944444,10,17.0492595666667,1.53845411316313,5.62553745052201,29.8214218082971
28398,2022-07-23_Thrasher 2 - 2019_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Reef transects,2022-07-23,Thrasher,Nereocystis kelp forest,51.41033333,-127.9195333,bedrock,NA,Thrasher 2 - 2019,NA,NA,bedrock,transects,2022-07-23_Thrasher 2 - 2019,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,outer,10,REEF1,REEF1,18.9797647871996,2022-07-23T10:25:21Z,9.90189181567489,34.0840924412356,11.3309716944444,10,17.0492595666667,1.53845411316313,5.62553745052201,29.8214218082971
28416,2022-07-23_Thrasher 3 - 2019_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Reef transects,2022-07-23,Thrasher,Nereocystis kelp forest,51.41033333,-127.9195333,bedrock,NA,Thrasher 3 - 2019,NA,NA,bedrock,transects,2022-07-23_Thrasher 3 - 2019,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,outer,10,REEF1,REEF1,18.9797647871996,2022-07-23T10:25:21Z,9.90189181567489,34.0840924412356,11.3309716944444,10,17.0492595666667,1.53845411316313,5.62553745052201,29.8214218082971
28434,2022-07-23_Thrasher 4 - 2019_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Reef transects,2022-07-23,Thrasher,Nereocystis kelp forest,51.41033333,-127.9195333,bedrock,NA,Thrasher 4 - 2019,NA,NA,bedrock,transects,2022-07-23_Thrasher 4 - 2019,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,REEF1,REEF1,18.9797647871996,2022-07-23T10:25:16Z,4.91404380403261,30.1176574303504,13.00053915,5,124.234592,7.87034718419653,7.46160370659018,24.877387387435
28452,2022-07-23_Thrasher 5 - 2019_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Reef transects,2022-07-23,Thrasher,Nereocystis kelp forest,51.41033333,-127.9195333,bedrock,NA,Thrasher 5 - 2019,NA,NA,bedrock,transects,2022-07-23_Thrasher 5 - 2019,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,REEF1,REEF1,18.9797647871996,2022-07-23T10:25:16Z,4.91404380403261,30.1176574303504,13.00053915,5,124.234592,7.87034718419653,7.46160370659018,24.877387387435
28470,2022-07-23_Thrasher 6 - 2019_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Reef transects,2022-07-23,Thrasher,Nereocystis kelp forest,51.41033333,-127.9195333,bedrock,NA,Thrasher 6 - 2019,NA,NA,bedrock,transects,2022-07-23_Thrasher 6 - 2019,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,REEF1,REEF1,18.9797647871996,2022-07-23T10:25:16Z,4.91404380403261,30.1176574303504,13.00053915,5,124.234592,7.87034718419653,7.46160370659018,24.877387387435
28830,2022-08-18_rivers hay stacks_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers hay stacks,NA,51.5396992,-127.5598,bedrock,NA,rivers hay stacks_1,51.5396992,-127.5598,bedrock,transects,2022-08-18_rivers hay stacks_1,30m x 2m,60,NA,10,3,1822.36961287697,1620.20496470454,935.425772514533,12.220965,0.05,0.303728268812829,fjord,10,SHORE23,SHORE23,19.3906076063133,2022-08-18T10:58:19Z,9.84341521783466,32.5519944555133,9.41789647037037,10,17.7931684333333,3.43709913753438,4.95038124926631,29.8706048622558
28848,2022-08-18_rivers hay stacks_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers hay stacks,NA,51.5396992,-127.5598,bedrock,NA,rivers hay stacks_2,51.5396992,-127.5598,bedrock,transects,2022-08-18_rivers hay stacks_2,30m x 2m,60,NA,5,6,2259.73667846779,929.975998924084,379.661111733181,7.046348,0.1,0.376622779744632,fjord,5,SHORE23,SHORE23,19.3906076063133,2022-08-18T10:58:14Z,5.00999740442295,32.3327497687821,9.78849830185185,5,81.65048985,6.59936891668906,5.38851101590959,29.3458136298045
28866,2022-08-18_rivers hay stacks_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers hay stacks,NA,51.5396992,-127.5598,bedrock,NA,rivers hay stacks_3,51.5396992,-127.5598,bedrock,transects,2022-08-18_rivers hay stacks_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,fjord,1,SHORE23,SHORE23,19.3906076063133,2022-08-18T10:58:10Z,0.979814834075782,17.7816746574826,15.1898109944444,1,677.1238026,1.43415555936879,7.02864863304291,13.2250497308485
28884,2022-08-18_rivers nelson narrows_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_1,51.7700497,-127.43015,boulder,transects,2022-08-18_rivers nelson narrows_1,30m x 2m,60,NA,10,11,1618.05236535536,658.71854858557,198.611115282348,12.410902,0.183333333333333,0.269675394225893,fjord,10,SHORE22,SHORE22,13.2480264423447,2022-08-18T14:08:03Z,9.96108648371456,32.5293941724709,8.91842928444445,10,44.65266252,6.258e-4,4.84268802346413,30.2683500240477
28902,2022-08-18_rivers nelson narrows_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_2,51.7700497,-127.43015,boulder,transects,2022-08-18_rivers nelson narrows_2,30m x 2m,60,NA,5,25,2003.36213620539,1533.01474987231,306.602949974461,7.410902,0.416666666666667,0.333893689367566,fjord,5,SHORE22,SHORE22,13.2480264423447,2022-08-18T14:07:59Z,5.00246297598875,31.8437466489822,10.0252143688889,5,130.46127532,6.258e-4,4.96586643374563,28.6674950100294
28920,2022-08-18_rivers nelson narrows_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_3,51.7700497,-127.43015,boulder,transects,2022-08-18_rivers nelson narrows_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,fjord,1,SHORE22,SHORE22,13.2480264423447,2022-08-18T14:07:56Z,0.950744402187258,13.5675656528899,21.4637157533333,1,184.97592258,8.0477790158405e-4,5.49658716757507,8.46319077043793
28938,2022-08-18_rivers rutherford point_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers rutherford point,NA,51.65392208,-127.39126552,"sand,bedrock",NA,rivers rutherford point_1,51.65392208,-127.39126552,"sand,bedrock",transects,2022-08-18_rivers rutherford point_1,30m x 2m,60,NA,10,2,965.087622307824,264.224351059342,186.834830388675,11.836942,0.0333333333333333,0.160847937051304,fjord,10,SHORE28,SHORE28,18.3404642860177,2022-08-18T13:05:07Z,9.95952946410111,32.3206371071029,9.03028556888889,10,19.1910617,2.91929115871273,5.34042198008772,29.9589817053985
28956,2022-08-18_rivers rutherford point_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers rutherford point,NA,51.65392208,-127.39126552,"sand,bedrock",NA,rivers rutherford point_2,51.65392208,-127.39126552,"sand,bedrock",transects,2022-08-18_rivers rutherford point_2,30m x 2m,60,NA,5,6,1253.86262953839,1318.79236097973,538.394726846775,6.892749,0.1,0.208977104923064,fjord,5,SHORE28,SHORE28,18.3404642860177,2022-08-18T13:05:02Z,4.94011220881892,31.9568424526749,10.1950528481482,5,166.4271632,9.24161938674135,6.19947559328913,28.6449001835347
28974,2022-08-18_rivers rutherford point_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-18,rivers rutherford point,NA,51.65392208,-127.39126552,"sand,bedrock",NA,rivers rutherford point_3,51.65392208,-127.39126552,"sand,bedrock",transects,2022-08-18_rivers rutherford point_3,30m x 2m,60,NA,0,27,186.560036668876,237.132084221136,45.6360908861899,1.892749,0.45,0.0310933394448127,fjord,1,SHORE28,SHORE28,18.3404642860177,2022-08-18T13:04:59Z,0.900649799516449,1.44118478148148,16.8362884814815,1,2457.18636273333,1.60488634788922,7.64814839942721,0.889762934788498
28992,2022-08-20_mustang0007_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang0007,NA,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",NA,mustang0007_1,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",transects,2022-08-20_mustang0007_1,30m x 2m,60,NA,10,1,44.0935068118539,0,0,12.666326,0.0166666666666667,0.00734891780197565,outer,10,SHORE14,SHORE14,10.1056780436624,2022-08-20T11:22:09Z,9.92329188657842,33.3511118271136,10.7165191611111,10,12.7606121,0.992821841556496,5.54424127628585,29.6027132156198
29010,2022-08-20_mustang0007_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang0007,NA,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",NA,mustang0007_2,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",transects,2022-08-20_mustang0007_2,30m x 2m,60,NA,5,2,395.315827018418,541.554649296603,382.93696490073,7.666326,0.0333333333333333,0.0658859711697364,outer,5,SHORE14,SHORE14,10.1056780436624,2022-08-20T11:22:05Z,4.94582547367828,32.6361536999909,11.5961251866667,5,48.44634248,8.6825684751569,6.45009023917328,28.2210307421374
29028,2022-08-20_mustang0007_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang0007,NA,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",NA,mustang0007_3,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",transects,2022-08-20_mustang0007_3,30m x 2m,60,NA,0,9,8.75725789301494,8.2842852968441,2.76142843228137,2.590308,0.15,0.00145954298216916,outer,1,SHORE14,SHORE14,10.1056780436624,2022-08-20T11:22:00Z,1.01938834095968,31.8173782179116,13.3186562166667,1,141.746241125,1.92169183707518,9.43890719033305,26.2218502069471
29046,2022-08-20_mustang314_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang314,NA,51.79903491,-128.0591485,"boulder,bedrock",NA,mustang314_1,51.79903491,-128.0591485,"boulder,bedrock",transects,2022-08-20_mustang314_1,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,outer,10,SHORE16,SHORE16,19.2780914333684,2022-08-20T14:31:33Z,9.86879242027543,33.5078249343422,11.0112033407407,10,27.6504930833333,2.41718125605061,5.02874821605254,29.5187525838017
29064,2022-08-20_mustang314_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang314,NA,51.79903491,-128.0591485,"boulder,bedrock",NA,mustang314_2,51.79903491,-128.0591485,"boulder,bedrock",transects,2022-08-20_mustang314_2,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,SHORE16,SHORE16,19.2780914333684,2022-08-20T14:31:28Z,4.90274268343228,32.9500641806789,11.492182987037,5,85.3946113666667,7.37412348684039,6.43241311732142,28.601953254371
29082,2022-08-20_mustang314_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang314,NA,51.79903491,-128.0591485,"boulder,bedrock",NA,mustang314_3,51.79903491,-128.0591485,"boulder,bedrock",transects,2022-08-20_mustang314_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,outer,1,SHORE16,SHORE16,19.2780914333684,2022-08-20T14:31:25Z,1.0044711341925,32.6198607472142,13.7773394755556,1,84.82233776,0.753918885160761,8.49503075339168,26.6260528222587
29118,2022-08-20_mustang315_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang315,NA,51.80212005,-128.0528775,"sand,mud,shellhash",NA,mustang315_2,51.80212005,-128.0528775,"sand,mud,shellhash",transects,2022-08-20_mustang315_2,30m x 2m,60,NA,5,12,27.3059427624475,61.2919236174862,17.6934542998528,7.500732,0.2,0.00455099046040792,outer,5,SHORE15,SHORE15,8.15485145032808,2022-08-20T13:24:16Z,4.88491859149756,32.7127412772917,11.6696220259259,5,276.325550083333,5.86193643632929,6.7533659397355,28.2392231688022
29136,2022-08-20_mustang315_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-20,mustang315,NA,51.80212005,-128.0528775,"sand,mud,shellhash",NA,mustang315_3,51.80212005,-128.0528775,"sand,mud,shellhash",transects,2022-08-20_mustang315_3,30m x 2m,60,NA,0,10,7.76171148519166,7.10733608293748,2.24753701183818,2.500732,0.166666666666667,0.00129361858086528,outer,1,SHORE15,SHORE15,8.15485145032808,2022-08-20T13:24:13Z,0.98076283129488,31.8863766417645,14.0785106844444,1,1167.92460322,1.01350582396436,9.07032136101705,25.763232251859
29262,2022-08-21_burke doc marker_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke doc marker,NA,51.9652611,-127.71152,bedrock,NA,burke doc marker_1,51.9652611,-127.71152,bedrock,transects,2022-08-21_burke doc marker_1,30m x 2m,60,NA,10,51,1189.50598669117,1611.47280448293,225.651327407022,12.908097,0.85,0.198250997781862,fjord,10,SHORE9,SHORE10,18.8286219106294,2022-08-21T16:02:04Z,9.8649299059848,33.0041219832822,10.12224134,10,13.73265158,5.58881803206824,4.76687301113117,29.7432324627299
29280,2022-08-21_burke doc marker_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke doc marker,NA,51.9652611,-127.71152,bedrock,NA,burke doc marker_2,51.9652611,-127.71152,bedrock,transects,2022-08-21_burke doc marker_2,30m x 2m,60,NA,5,34,1192.78257566063,1514.38486178691,259.714861157688,7.908097,0.566666666666667,0.198797095943438,fjord,5,SHORE9,SHORE10,18.8286219106294,2022-08-21T16:01:59Z,4.96480260556573,32.8855980510699,10.410328812963,5,66.7185831,6.04130509382152,4.99156777262677,29.3928989548335
29298,2022-08-21_burke doc marker_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke doc marker,NA,51.9652611,-127.71152,bedrock,NA,burke doc marker_3,51.9652611,-127.71152,bedrock,transects,2022-08-21_burke doc marker_3,30m x 2m,60,NA,0,4,324.641628561262,339.679454298964,169.839727149482,2.908097,0.0666666666666667,0.0541069380935437,fjord,1,SHORE9,SHORE10,18.8286219106294,2022-08-21T16:01:56Z,0.992876910118259,31.6569846221925,15.6867589288889,1,314.03177188,4.99890658073112,6.30424128883893,24.5275448764488
29316,2022-08-21_burke eagle rock_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke eagle rock,NA,51.9617544,-127.77545,boulder,NA,burke eagle rock_1,51.9617544,-127.77545,boulder,transects,2022-08-21_burke eagle rock_1,30m x 2m,60,NA,10,20,1874.77521449671,2328.29390626667,520.622344601079,12.636976,0.333333333333333,0.312462535749451,fjord,10,SHORE20,SHORE20,29.8168057066062,2022-08-21T13:43:39Z,9.92155053025811,32.8139143911061,10.3128041177778,10,19.55263208,6.05228855003734,5.12529433329549,29.3986836379397
29334,2022-08-21_burke eagle rock_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke eagle rock,NA,51.9617544,-127.77545,boulder,NA,burke eagle rock_2,51.9617544,-127.77545,boulder,transects,2022-08-21_burke eagle rock_2,30m x 2m,60,NA,5,47,2487.25627000057,3071.0608848416,447.960269856936,7.578868,0.783333333333333,0.414542711666762,fjord,5,SHORE20,SHORE20,29.8168057066062,2022-08-21T13:43:34Z,4.89184035711233,32.3586851338364,11.4852523916667,5,77.060320975,6.27540766032042,5.24240702102776,28.0398390115334
29352,2022-08-21_burke eagle rock_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke eagle rock,NA,51.9617544,-127.77545,boulder,NA,burke eagle rock_3,51.9617544,-127.77545,boulder,transects,2022-08-21_burke eagle rock_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,fjord,1,SHORE20,SHORE20,29.8168057066062,2022-08-21T13:43:32Z,0.963689596814091,23.3324724814798,12.6700909377778,1,196.34559952,3.26284114600885,6.91212819910515,19.1089843596718
29370,2022-08-21_burke hvidsen_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke hvidsen,NA,51.9517062,-127.74103,bedrock,NA,burke hvidsen_1,51.9517062,-127.74103,bedrock,transects,2022-08-21_burke hvidsen_1,30m x 2m,60,NA,10,2,57.7813543358531,19.3575396081347,13.6878475239992,12.882469,0.0333333333333333,0.00963022572264219,fjord,10,SHORE21,SHORE21,14.988179959283,2022-08-21T11:58:45Z,9.87625782956459,32.7320256287973,9.97594466666667,10,19.00185014,4.10727462280804,4.3533267262502,29.5914506516256
29388,2022-08-21_burke hvidsen_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke hvidsen,NA,51.9517062,-127.74103,bedrock,NA,burke hvidsen_2,51.9517062,-127.74103,bedrock,transects,2022-08-21_burke hvidsen_2,30m x 2m,60,NA,5,19,418.773880689234,569.300931290128,130.606590945119,7.835009,0.316666666666667,0.069795646781539,fjord,5,SHORE21,SHORE21,14.988179959283,2022-08-21T11:58:41Z,4.94507677285499,32.4336304122877,10.8352874666667,5,87.4268487166667,4.53624911277932,5.39791652610214,28.611350413628
29406,2022-08-21_burke hvidsen_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke hvidsen,NA,51.9517062,-127.74103,bedrock,NA,burke hvidsen_3,51.9517062,-127.74103,bedrock,transects,2022-08-21_burke hvidsen_3,30m x 2m,60,NA,0,15,383.383792045678,424.628772617239,109.638677644471,2.835009,0.25,0.0638972986742797,fjord,1,SHORE21,SHORE21,14.988179959283,2022-08-21T11:58:37Z,0.897190715676032,32.2696693744499,11.6023442111111,1,308.63004864,2.40500309503825,5.93965862191441,27.8675487333617
29424,2022-08-21_burke sagen_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2022-08-21,burke sagen,NA,51.9258389,-127.88845,bedrock,NA,burke sagen_1,51.9258389,-127.88845,bedrock,transects,2022-08-21_burke sagen_1,30m x 2m,60,NA,10,1,2233.26275524345,0,0,12.525828,0.0166666666666667,0.372210459207242,fjord,10,SHORE9,SHORE10,18.8286219106294,2022-08-21T16:02:04Z,9.8649299059848,33.0041219832822,10.12224134,10,13.73265158,5.58881803206824,4.76687301113117,29.7432324627299
